-19.190244,146.669143,8.473695755
-19.2031018421,146.669143,31.5587062836
-19.2159596842,146.669143,7.69087791443
-19.2288175263,146.669143,13
-19.2416753684,146.669143,14
-19.2545332105,146.669143,19.2331924438
-19.2673910526,146.669143,19.5787639618
-19.2802488947,146.669143,21.0592708588
-19.2931067368,146.669143,24.3069229126
-19.3059645789,146.669143,25.49568367
-19.3188224211,146.669143,26.4642734528
-19.3316802632,146.669143,23.9582557678
-19.3445381053,146.669143,29.5787639618
-19.3573959474,146.669143,47.5787620544
-19.3702537895,146.669143,74.5322036743
-19.3831116316,146.669143,129.839752197
-19.3959694737,146.669143,126.947441101
-19.4088273158,146.669143,84.2209320068
-19.4216851579,146.669143,144.74848938
-19.434543,146.669143,154.57673645
-19.190244,146.680418474,0
-19.2031018421,146.680418474,7.08810329437
-19.2159596842,146.680418474,7.88484859467
-19.2288175263,146.680418474,9.16168117523
-19.2416753684,146.680418474,14
-19.2545332105,146.680418474,21.0647068024
-19.2673910526,146.680418474,16.4330921173
-19.2802488947,146.680418474,17.9838542938
-19.2931067368,146.680418474,20.5249271393
-19.3059645789,146.680418474,22.5064334869
-19.3188224211,146.680418474,21.011724472
-19.3316802632,146.680418474,24.799949646
-19.3445381053,146.680418474,25
-19.3573959474,146.680418474,36.4087944031
-19.3702537895,146.680418474,49.0269508362
-19.3831116316,146.680418474,48.1107292175
-19.3959694737,146.680418474,48.9012565613
-19.4088273158,146.680418474,56.2911300659
-19.4216851579,146.680418474,58.3153266907
-19.434543,146.680418474,213.021682739
-19.190244,146.691693947,-0.00224894145504
-19.2031018421,146.691693947,2.26343345642
-19.2159596842,146.691693947,3.73035860062
-19.2288175263,146.691693947,9.73305416107
-19.2416753684,146.691693947,11.2056341171
-19.2545332105,146.691693947,14.2901554108
-19.2673910526,146.691693947,40.1720085144
-19.2802488947,146.691693947,17.1610240936
-19.2931067368,146.691693947,18.0141201019
-19.3059645789,146.691693947,18
-19.3188224211,146.691693947,21
-19.3316802632,146.691693947,20
-19.3445381053,146.691693947,21.8239326477
-19.3573959474,146.691693947,26.2634334564
-19.3702537895,146.691693947,35.7071533203
-19.3831116316,146.691693947,33.9215774536
-19.3959694737,146.691693947,34.572101593
-19.4088273158,146.691693947,37.1130523682
-19.4216851579,146.691693947,38.7684211731
-19.434543,146.691693947,46.2319908142
-19.190244,146.702969421,0
-19.2031018421,146.702969421,5.4593038559
-19.2159596842,146.702969421,4.58501720428
-19.2288175263,146.702969421,3.6860370636
-19.2416753684,146.702969421,6.50657463074
-19.2545332105,146.702969421,9.92663288116
-19.2673910526,146.702969421,13.0356082916
-19.2802488947,146.702969421,14.1024093628
-19.2931067368,146.702969421,14.4343414307
-19.3059645789,146.702969421,14.0333023071
-19.3188224211,146.702969421,16.4199676514
-19.3316802632,146.702969421,18.7476425171
-19.3445381053,146.702969421,20.9014015198
-19.3573959474,146.702969421,21.4873733521
-19.3702537895,146.702969421,25.9390563965
-19.3831116316,146.702969421,26.537021637
-19.3959694737,146.702969421,29.2929096222
-19.4088273158,146.702969421,34.3690643311
-19.4216851579,146.702969421,32.6463851929
-19.434543,146.702969421,34.4937782288
-19.190244,146.714244895,28.088716507
-19.2031018421,146.714244895,2.425314188
-19.2159596842,146.714244895,3.62472653389
-19.2288175263,146.714244895,4.88959932327
-19.2416753684,146.714244895,7.75031137466
-19.2545332105,146.714244895,7.9984536171
-19.2673910526,146.714244895,14.7887363434
-19.2802488947,146.714244895,15.1164493561
-19.2931067368,146.714244895,13.1805324554
-19.3059645789,146.714244895,16.7568626404
-19.3188224211,146.714244895,16.0665054321
-19.3316802632,146.714244895,19.7365818024
-19.3445381053,146.714244895,18.8988037109
-19.3573959474,146.714244895,20.9734725952
-19.3702537895,146.714244895,23.8735466003
-19.3831116316,146.714244895,26.7752017975
-19.3959694737,146.714244895,28.105632782
-19.4088273158,146.714244895,31.0316429138
-19.4216851579,146.714244895,34.8918495178
-19.434543,146.714244895,38.3314590454
-19.190244,146.725520368,44.3759155273
